date,titleToken,contentToken
2023-07-05,건설 완공 아파트 철거 전면 재시공,앵커 검단 아파트 건설 입주 예정자 안전 문제 우려 공정 아파트 철거 전면 재시공 업계 입주 지연 보상금 추산 취재 지하 주차장 붕괴 사고 검단 아파트 입주 예정자 안전 문제 우려 지하 주차장 아파트 자체 부실시공 가능 제기 검단 도시 입주민 협의 회장 사고 지점 콘크리트 부분 확신 시기 부분 문제 부분 조심 안전 문제 발생 마음 건설 붕괴 주차장 아파트 전체 가구 전면 재시공 결정 공정 보이 단지 전체 철거 입주 지연 보상금 지급 입주 예정 아파트 완공 예상 건설 입장 입주자 여론 반영 진정 사랑 브랜드 나아가 결정 설명 권대 지대 부동산 학과 교수 신축 건물 붕괴 사고 도덕 해이 이후 사후 처리 중요 측면 기업 측면 이미지 사회 책임 차원 전면 철거 시공 건설업 건설 발주자 수주 도급 공사 거비 재시 공비 입주 지연 보상금 추정 건설 재비 인건비 급등 공사비 발생 붕괴 사고 전면 재시공 주민 보상비 책정 넘어서 액수 영상 편집 전자 그래픽 제보 뉴스 검색 채널 추가 전화 메일
2023-07-05,주차장 붕괴 아파트 설계 감리 총체 부실,발생 검단 도시 아파트 지하 주차장 붕괴 사고 원인 설계 시공 단계 총체 부실 조사 결과 국토 건설 사고 조사 위원회 오늘 현장 점검 결과 발표 구조 설계 단계 지붕 떠받치 기둥 가운데 보강 철근 단계 문제점 확인 시공 단계 기둥 보강 철근 사고 부위 콘크리트 강도 설계 기준 식재 공사 설계 최대 높이 토사 확인 조사 보강 철근 빠지 저항력 상황 초과 하중 콘크리트 강도 부족 지붕 붕괴 직접 사고 원인 철근 누락 설명 국토 다음 중순 해당 아파트 정밀 점검 결과 후속 조치 발표 예정 아파트 시공 건설 전국 공사 현장 안전 점검 결과 발표 예정 제보 뉴스 검색 채널 추가 전화 메일
2023-07-06,주차장 붕괴 검단 아파트 개동 전면 재시공,아파트 지하 주차장 붕괴 사고 설계 감리 시공 사업 전반 총체 부실 원인 건설 부실 공사 책임 가구 규모 사고 아파트 전면 재시공 건설 아파트 도급 금액 부가세 포함 공정 지금 투입 비용 거비 보상비 건설 손실 규모 추산 국토 건설 사고 조사 위원회 사조 조사 특별 검단 현장 점검 결과 공개 공사 토지 주택 공사 발주 시공 건설 설계 과정 상부 철근 하부 철근 연결 전단 보강 시공 일부 구간 보강 설치 누락 하중 감당 부족 이후 지하 주차장 상부 조경 공사 과정 발생 추가 하중 붕괴 설명 붕괴 구간 콘크리트 품질 저하 이번 사고 직접 원인 철근 빼먹 감리서 검단 아파트 총체 부실 사고 구간 콘크리트 강도 시험 결과 설계 기준 강도 수준 측정 사고 조사 위원장 호서 교수 전단 보강 누락 저항력 상황 초과 하중 부가 콘크리트 강도 부족 붕괴 붕괴 직접 원인 철근 누락 보강 붕괴 설계 감리 시공 시행 주체 이번 사고 책임 설명 구조 설계사 구조 설계 기둥 철근 전단 보강 필요 기둥 철근 적용 표기 지적 설계 도면 확인 승인 과정 사실 확인 실제 기둥 붕괴 확인 가능 제외 조사 결과 설계서 철근 설계 철근 시공 과정 절반 가량 설계서 검토 발주 설계서 검토 승인 과정 미흡 지적 재발 방지 대책 검단 아파트 지하 주차장 적용 무량 구조 심의 절차 강화 현장 콘크리트 양생 품질 개선 제안 이날 특별 검단 조사 결과 발표 특별 검단 정기 안전 점검 실시 안전 관리 미흡 품질 관리 미흡 구조 계산서 설계 도면 일치 설계 시공 설계 시공 감리 단계 미흡 지적 국토 장관 설계 시공 책임 사태 아파트 지상 문제 조사 진행 조사 과정 결과 국민 공개 이번 사고 주청 책임 통감 향후 입주민 피해 최소 최선 사고 재발 방지 대책 수립 시행 건설 사과문 조사 결과 입주 예정자 여론 반영 검단 전체 전면 재시공 입주 지연 보상 건설 건설 아파트 안전 불안감 건설 공사 현장 안전 점검 실시 장관 건설 자체 조사 국토 차원 별도 조사 벌이 국토 사고 재발 방지 후속 조치 건설 현장 확인 점검 결과 특별 점검 처분 사항 중순 발표
2023-07-06,건설 전면 재시공 철근 콘크리트 엉망,앵커 지하 주차장 붕괴 검단 아파트 건설 전면 재시공 최고 건물 상태 허물 취재 리포트 지하 주차장 붕괴 지상 천장 사고 이후 공사 전면 중단 세대 동이 골조 공사 상태 공정 건설 전면 재시공 결정 최고 방식 철거 건설 관계자 음성 변조 구체 재시공 비용 재시공 기간 부실 공사 전면 재시공 이후 국내 사례 국토 조사 결과 발표 무량 구조 특성 천장 떠받치 기둥 보강 철근 필요 붕괴 지점 기둥 절반 가량 설계 단계 보강 철근 철근 설계 기둥 시공 과정 누락 경우 다수 콘크리트 문제 확인 기준 강도 골재 철근 콘크리트 함량 미달 상황 토사 결국 무게 견디 국토 장관 신뢰 문제 부분 입주민 국민 눈높이 국가 판단 생각 부분 철저 원칙 바라 입주 예정자 재시공 새집 상황 입주 예정자 협의 회장 전면 재시공 전반 환영 분위기 입주 기다리 힘들 의견 고민 건설 재시공 결정 발주 협의 상태 발표 재시공 돌입 시점 보상금 규모 비용 배분 투명 상황 혼란 한동안 뉴스 촬영 영상 편집 화면 제공 국토 그래픽 제보 전화 이메일 제보 검색 채널 추가 뉴스 구독
2023-07-06,지하 주차장 붕괴 검단 아파트 설계 철근 누락 전면 재시공,검단 도시 아파트 공사 현장 붕괴 사고 이후 작업 중단 위쪽 사진 이날 국토 건설 사고 조사 위원회 조사 결과 지하 주차장 지붕 받치 기둥 보강 철근 건설 규모 단지 철거 전면 재시공 아래쪽 사진 사고 당시 철근 모습
2023-07-06,주차장 붕괴 검단 아파트 허물,국토 붕괴 사고 점검 결과 검단 도시 아파트 신축 공사 현장 발생 주차장 붕괴 사고 주차장 지붕 받치 기둥 이르 보강 철근 전단 보강 누락 원인 설계 기둥 철근 시공 과정 기둥 철근 추가 누락 설계 시공 감리 단계 총체 부실 시공 건설 사고 단지 건물 철거 전면 재시공 단지 완공 예정 건설사 부실 시공 사고 전면 재시공 붕괴 사고 이후 국토 내용 사고 조사 특별 점검 결과 발표 오후 반경 검단 아파트 건설 현장 지하 주차장 천장 무너지 국토 건설 사고 조사 위원회 사고 조사 사고 원인 조사 당시 주말 인명 피해 지하 주차장 슬래브 지붕 하중 지탱 기둥 강도 높이 보강 철근 주요 사고 원인 지목 붕괴 사고 구역 기둥 철근 설치 기둥 누락 뼈대 철근 상태 지하 주차장 조경 공사 기존 설계 하중 주차장 천장 설계 토사 높이 최대 높이 사고 조사 위원장 기둥 철근 붕괴 초과 하중 문제 설계 단계 통상 구조 전문가 철근 필요 기둥 표시 설계 사무소 전달 구조 전문가 누락 설계 사무소 검증 도면 작성 건설 발주 토지 주택 공사 안전 확인 철근 기둥 도면 철근 누락 건설 철근 기둥 시공 붕괴 확인 자체 기둥 제외 나머지 기둥 조사 결과 보강 철근 콘크리트 강도 부실 콘크리트 말리 작업 양생 미흡 붕괴 지점 인근 콘크리트 강도 시험 결과 설계 기준 강도 위원장 설계 문제 발주 검증 문제 지적 국토 중순 행정 처분 수위 결정 통보 예정 건설 산업 기본법 따르 부실 시공 경우 최대 영업 정지 이하 과징금 부과 건설업 등록 말소 행정 처분 가능 건설 이날 사과문 책임 통감 검단 전체 전면 재시공 단지 규모 공정 정도 재시공 입주 최소 붕괴 사고 이달 철거 거비 재시공 비용 입주자 지체 보상금 포함 소요 비용 육박 관측 최근 원자재 상승 공사비 재시공 비용 부실 시공 경우 건설사 등록 말소 가능 배제 소비자 신뢰 감안 조치 국토 장관 설계 시공 책임 사태 입주 예정자 협의회 회장 전면 재시공 다행 입주 지연 피해 보상 대책 마련
2023-07-06,공장 기업 입주 전기 수도 요금 자동 분할,스타트업 제조 건설 산업 현장 애로 현장 문제점 해결 업무 효율 스타트업 등장 건설 업계 전문가 창업 스타트업 리얼 임대 공장 관리 대행 서비스 공장장 개발 서비스 공장 관리 사무소 역할 공장 제조 업체 공장 공장 기업 입주 경우 이때 공장 전기 수도 요금 비용 분담 문제 일어나 서비스 개발 공장장 전기 요금 정산 미납 임대료 관리 공장 관리 업무 자동 데이터 계량기 연계 입주 기업 전기 사용량 실시간 파악 계산 관리비 임차료 임차인 문자 메시지 전송 임대인 임대 관리 현황 미납 내역 한눈 임대 보고서 제공 청소 경비 승강기 공장 운영 필요 시설 관리 용역 업체 중개 대표 건설 공사관 리부 출신 거래처 중소형 공장 운영 실태 창업 대표 전기료 절감 컨설팅 기업 필요 서비스 내놓 계획 스타트업 팀워크 건설 현장 도면 설루 개발 건설 도면 올리 노트북 도면 전체 도면 클릭 확대 세부 도면 도면 최근 도면 저장 빠르 도면 수정 소통 협업 실시간 건설 건설 건설사 은행 청년 창업 재단 주최 디데이 창업 경진 대회 우승 아이디어 인정받 팀워크 대표 대학 건축학 전공 건설 다니 창업 대표 도면 설루 성장
2023-07-06,주차장 붕괴 총체 부실 전면 재시공,앵커 검단 신축 아파트 공사장 발생 지하 주차장 붕괴 사고 설계 시공 총체 부실 건설 아파트 전체 보도 설계 국토 사고 조사 위원회 결론 정부 받치 기둥 모두 보강 부르 보강 철근 붕괴 부분 보강 설계 설계 최소 시공 보강 국토 건설 사고 조사 위원회 위원장 설계 보강 누락 저항력 절반 이하 시공 보강 설치 누락 붕괴 부위 콘크리트 강도 설계 기준 취약 지하 주차장 토사 무게 설계 하중 초과 붕괴 분석 설계사 도면 승인 문제점 발주 역할 발주 책임 통감 입장 건설 해당 아파트 전체 재시공 거비 재시공 입주 지연 보상금 소요 비용 국토 조사 결과 토대 다음 중순 처분 결과 발표 계획 영상 취재 일상 영상 편집
2023-07-06,건설 검단 부실시공 가구 철거 계획 최종 재시공 여부 미결정,검단 안단테 아파트 건설 공사 도중 발생 붕괴 사고 책임 전체 가구 재시공 의사 사진 사고 조사 결과 발표 국토 장관 사진 뉴스 공사 도중 지하 주차장 일부 붕괴 검단 안단테 아파트 건설 전체 가구 재시공 의사 철거 재시공 이상 소요 건설 비용 최소 추정 재시공 여부 발주 토지 주택 공사 결정 전망 건설 사과문 과거 자사 불량 제품 전체 경영자 마음 입주 예정자 여론 반영 전체 재시공 입주 지연 보상 임직원 모두 과정 자세 가다듬 진정 사랑 브랜드 단계 나아가 오후 서구 검단 블록 아파트 건설 현장 지하 주차장 지붕 슬래브 콘크리트 구조물 해당 발주 건설 시공 공공 분양 아파트 사고 이후 국토 건설 사고 조사 위원회 원인 밝히 조사 국토 이날 사고 원인 밝혀내 정밀 안전 진단 결과 조치 예정 예고 조사 결과 따르 설계 시공 문제 국토 설계 감리 시공 부실 전단 보강 철근 콘크리트 부재 전단 파괴 방지 파괴 선행 설치 보강 미설치 붕괴 구간 콘크리트 강도 부족 품질 관리 미흡 공사 과정 추가 하중 고려 미흡 원인 판정 국토 발표 직후 건설 전면 재시공 방침 정부 조치 건설 경영진 결단 건설 관계자 설계 발주 무량 기둥머리 철근 콘크리트 바닥 구조 이상 보강 시공 원칙 견지 보강 결여 설계 크로스 체크 설계사 재검토 의뢰 인정 철거 재시공 비용 유사 사례 추정 어렵 업계 관계자 건설업 관계자 건설 도중 붕괴 화정 경우 규모 시점 비교 어렵 공사비 수준 내년 추가 인상 전망 천문학 비용 예상 설명 사고 수습 비용 이상 충당 붕괴 사고 전년 재무제표 착공 일정 지연 현장 공사 진행 하락 반영 사고 관련 비용 건물 철거 재시공 결정 추가 손실 반영 개동 가구 완전 철거 재시공 예상 지체 보상금 추산
2023-07-06,사설 건설 총체 부실 공사,서구 검단 도시 아파트 지하 주차장 붕괴 현장 검단 도시 아파트 신축 현장 주차장 붕괴 총체 부실 전형 후진국 사고 설계 감리 시공 인명 피해 천운 붕괴 지하 주차장 상부 어린이 놀이터 조성 입주 참사 토지 주택 공사 시행 건설 시공 현장 주택 건설 분야 대표 공기업 기업 사실 국토 건설 사고 조사 위원회 발표 사고 원인 충격 애당초 설계 사고 지점 기둥 철근 전단 보강 구조 계산 결과 설계도 옮기 전체 철근 필요 기둥 표기 기둥 강화 하중 견디 무량 구조물 상상 도면 만들 감리 업체 설계도 승인 설계 과정 절반 기둥 철근 누락 시공 과정 철근 도면 표기 기둥 절반 철근 콘크리트 강도 설계 기준 주차장 상부 설계 기둥 하중 설계 엉터리 마나 시공 무너지 입주 작업자 심야 다행 붕괴 주차장 붕괴 이후 건설 현장 특별 안전 점검 진행 부실 공사 최후 안전 점검 아파트 총체 부실 덩어리 사실 생명 노리 흉기 건물 짐작 장관 예고 국토 건설 응분 조치 설계 감리 업체 전관 영입 지적 부실 배경 요소 건설 현장 고강 점검 부실 공사 고질병 다시 고개 대가 선례 만들 국민 생명 자세
2023-07-06,붕괴 검단 아파트 주차장 총체 부실 건설 전면 재시공,국토 사고 결과 발표 발생 검단 도시 아파트 지하 주차장 붕괴 사고 설계 감리 시공 총체 부실 조사 결과 발표 사진 국토 사고 조사 붕괴 사고 현장 점검 모습 검단 도시 아파트 지하 주차장 붕괴 사고 설계 시공 부실 발생 조사 건설 전체 전면 재시공 입주 지연 보상 국토 필요 전단 보강 철근 설계 시공 과정 발견 사고 건설 사고 조사 위원회 조사 결과 따르 설계 기둥 철근 필요 설계 도면 철근 적용 표기 설계 도면 확인 승인 과정 문제 발견 시공 과정 설계 철근 사고 조사 확인 가능 기둥 조사 결과 기둥 철근 누락 콘크리트 강도 기준 미달 콘크리트 강도 시험 결과 설계 기준 강도 강도 측정 취약 주차장 구조물 식재 공사 진행 당초 설계 토사 사고 원인 지목 사고 조사 위원장 전단 보강 누락 저항력 상황 초과 하중 부가 콘크리트 강도 부족 붕괴 발생 전단 보강 붕괴 설명 국토 건설 자체 점검 현장 점검 확인 결과 다음 발표 예정 발주 토지 주택 공사 건축 학회 의뢰 검단 아파트 건설 현장 전체 정밀 안전 진단 건설 산업 기본법 따르 부실시공 업체 건설업 등록 말소 이내 영업 정지 처분 건설 사과문 조사 결과 입주 예정자 여론 반영 검단 전체 전면 재시공 입주 지연 보상 해당 아파트 완공 앞두 전면 재시공 필요 비용 추산 붕괴 건설 현장 불법 하도급 문제 제기 국토 기술 안전 정책 관은 사고 지점 시공 팀장 팀원 임금 일괄 수령 다르 임의 배분 사례 불법 하도급 관련 수사 기관 판단 필요 국토 장관 건설 전면 재시공 결정 사태 통탄
2023-07-06,주차장 붕괴 검단 아파트 개동 전면 재시공,안팎 비용 건설사 입주 지연 보상 발생 검단 도시 아파트 지하 주차장 붕괴 현장 국토 안전 관리원 관계자 사고 원인 조사 뉴스 건설 지하 주차장 붕괴 사고 발생 검단 도시 아파트 가구 전면 재시공 국내 건설 사상 최대 규모 재시공 건설 업계 안팎 비용 건설 책임 통감 입주 예정자 여론 반영 전체 전면 재시공 입주 지연 보상 붕괴 사고 오후 발생 아파트 뼈대 올리 골조 공사 마무리 지하 주차장 공사 지하 주차장 천장 일부 토요일 시간 인명 피해 정부 붕괴 사고 건설 사고 조사 위원회 사조 특별 검단 원인 규명 발표 조사 결과 직접 붕괴 원인 하중 견디 필요 철근 부품 전단 보강 기둥 설계 단계 시공 건설 과정 부실 잡아내 설계 단계 필요 철근 시공 과정 설계 도면 철근 추가 공사 설계 시공 문제 관리 감독 감리 기능 작동 건설 허물 전면 재시공 사고 검단 도시 안단테 가칭 아파트 토지 주택 공사 발주 시공 건설 계획 완공 입주 예정 일부 외관 시공 완료 동도 건설 전면 철거 재시공 결정 건설 관계자 화형식 충격 요법 휴대폰 불량 문제 해결 이번 전면 재시공 계기 품질 최우선 건설사 거듭나 휴대폰 불량 생명 관련 건설 인명 피해 직결 기준 적용 구체 철거 시점 철거 방식 입주 지연 피해 보상 재시공 비용 사업 시행 최종 결정 확정 계획 건축 학회 의뢰 정밀 안전 진단 결과 다음 예정 건설 업계 전면 재시공 입주 지연 보상금 포함 안팎 소요 추산 가구 정도 아파트 분양 붕괴 사고 발생 개동 경우 추산 재시공 비용 정도 초고층 아파트 설계 검단 아파트 건설 비용 설계도 시공 감리 부실 특별 검단 조사 결과 따르 사고 직접 원인 기둥 슬래브 지붕 연결 강도 높이 역할 전단 보강 철근 설계 시공 과정 누락 사고 지하 주차장 수평 무게 지탱 사용 수직 기둥 슬래브 무량 구조 무량 구조 기둥 슬래브 지탱 기둥 보강 철근 부품 추가 지하 주차장 기둥 보강 들어가 설계 도면 기둥 보강 발주 설계 도면 검토 문제점 발견 시공 과정 철근 추가 사고 지점 기둥 붕괴 확인 가능 제외 기둥 조사 결과 기둥 설계 도면 적시 철근 콘크리트 강도 부족 최초 레미콘 업체 콘크리트 품질 문제 설과 양생 과정 콘크리트 강도 기준 지하 주차장 조경 공사 과정 토사 하중 원인
2023-07-06,지하 주차장 기둥 철근 건설 검단 아파트 전면 재시공,국토 붕괴 사고 조사 결과 설계 감리 시공 과정 총체 부실 철근 누락 콘크리트 강도 미흡 건설 책임 통감 사과문 철거 재시공 비용 예상 붕괴 서구 검단 지하 주차장 모습 뉴스 오후 서구 검단 도시 아파트 건설 현장 발생 지하 주차장 붕괴 사고 원인 설계 감리 시공 과정 철근 전단 보강 총체 부실 조사 철근 누락 내력 콘크리트 강도 미흡 초과 하중 지하 주차장 국토 내용 건설 사고 조사 위원회 사고 조사 결과 특별 점검 결과 발표 해당 아파트 주청 토지 주택 공사 건설 조사 결과 지하 주차장 공사 단계 설계 문제 해당 공사 보가 기둥 슬래브 지지 무량 구조 보가 하중 견디 저항력 작용 철근 전단 보강 중요 사고 부분 구조 설계 기둥 철근 필요 기둥 철근 필요 표기 구조 계산서 철근 설치 여부 작성 과정 오류 설명 설계 도면 확인 승인 과정 발견 이번 조사 확인 기둥 설계 다르 철근 누락 설계 철근 시공 사고 부위 콘크리트 강도 기준 미흡 설계 단계 철근 누락 고의 호서 교수 사고 조사 위원장 전단 보강 시공 어렵 물량 공사비 미치 영향 의도 보이 설명 건설 차례 사과문 사고 검단 전체 전면 재시공 약속 건설 이날 오전 사과문 조사 결과 받아들이 책임 통감 건설 이날 오후 일부 내용 수정 사과문 배포 사과문 애초 보상 상응 금전 지원 문구 대신 검단 전체 전면 재시공 입주 지연 보상 문장 추가 건설 전면 재시공 방침 밝히 철거 재시공 최소한 걸리 최종 육박 비용 부담 예상 해당 가구 입주 지연 입주금 연체 이자 달하 이자 부담 발생 예측 발주 책임 공방
2023-07-06,건설 정도 커지 불신 건설업 한숨,설계 시공 총체 부실 검단 아파트 지하 주차장 붕괴 건설사 다르 신뢰 추락 설계 시공 감리 처하 결국 正道 감리 역할 책임 강화 목소리 아파트 지하 주차장 붕괴 사고 아파트 지하 주차장 붕괴 사고 설계 감리 시공 사업 진행 과정 전반 총체 부실 원인 건설 책임 통감 해당 단지 전면 재시공 입주 지연 관련 보상 이번 사고 계기 건설 건설업 전반 확산 국민 불신 극복 신뢰 회복 시간 예상 사고 조사 위원회 설계 시공 감리 문제 건설 사고 조사 위원장 호서 교수 오전 종시 아파트 지하 주차장 붕괴 사고 특별 점검 위원회 조사 결과 발표 국토 건설 사고 조사 위원회 사조 조사 결과 특별 검단 현장 점검 결과 설계 시공 모두 부실 주차장 붕괴 사고 문제 설계 발생 사조 따르 지하 주차장 받치 기둥 모두 보강 들어가 부분 전체 보강 설계 가운데 시공 과정 구간 들어가 전단 보강 들어가 이후 지하 주차장 상부 조경 공사 과정 발생 추가 하중 붕괴 검단 지하 주차장 붕괴 사고 도면 전단 보강 적용 기둥 위치 실제 탐사 결과 국토 제공 검단 지하 주차장 붕괴 사고 현장 콘크리트 강도 국토 제공 붕괴 구간 콘크리트 품질 저하 이번 사고 직접 원인 지목 콘크리트 강도 시험 설계 기준 미치 수준 측정 이번 사고 설계 책임 발주 청인 이번 사업 시공 책임 건설 사업 관리 방식 진행 설계 단계 관여 책임 주장 건설 설계 시공 설계 구조 계산 주장 설계 감리 시공 시행 주체 이번 사고 책임 결론 건설 설계서 검토 발주 설계서 검토 승인 과정 지적 건설 책임 처분 다음 중순 전망 조사 결과 발표 철저 건설 관리 사고 미연 방지 사건 발생 발주 책임 통감 사과 건설 역시 책임 통감 설계 관리 강화 실수 범하 해당 아파트 전면 재시공 입주 지연 보상 건설업 불신 확대 전전긍긍 연합 뉴스 건설 브랜드 신뢰 명예 최고 가치 생각 과거 자사 불량 제품 전체 경영자 마음 입주 예정자 여론 반영 검단 전체 전면 재시공 입주 지연 보상 심기일전 신뢰 회복 시간 전망 단순 비교 어렵 규모 인명 피해 화정 아이 파트 붕괴 사고 토막 주가 회복 수익 저하 재무 부담 확대 부정 영향 지속 업계 이번 사고 계기 건설사 불신 확산 우려 분위기 건설사 관계자 설계 시공 감리 발생 사고 발생 건설사 평가 건설 사고 건설 사고 상황 다르 상황 전하 특별 조치 설계 시공 단계 규정 준수 주체 역할 감리 실질 역할 수행 권한 책임 부여 목소리 중견 건설사 관계자 현재 감리 도면 확인 승인 페이퍼 작업 중심 업무 진행 감독 관리 취지 검사 정밀 점검 감리 현장 실질 감독 관리 권한 책임 부여 필요 신뢰 회복 방안 결국 정도 正道 전문가 지적 건설 정책 연구원 연구 위원 재발 방지 대책 신뢰 회복 방안 원칙 기본 충실 설계 설계 도면 충실하 시공 시공 계획 철저 세우 제보 세상 각종 비리 부당 대우 사건 사고 미담 얘깃거리 이메일 사이트
2023-07-06,건설 검단 개동 전체 재시공,국토 검단 주차장 붕괴 조사 발표 설계 감리 시공 총체 부실 건설 사과문 입주 지연 보상 발생 검단 도시 아파트 건설 현장 주차장 붕괴 사고 설계 감리 시공 총체 부실 인재 국토 아파트 지하 주차장 붕괴 사고 관련 건설 사고 조사 위원회 사고 조사 결과 현장 특별 점검 결과 발표 건설 사고 조사 위원장 호서 교수 아파트 지하 주차장 붕괴 사고 특별 점검 위원회 조사 결과 발표 검단 블록 아파트 건설 현장 지하 주차장 상부 구조물 인명 피해 지하 주차장 지붕 구조물 파손 해당 아파트 건설 발주 토지 주택 공사 건설 사고 조사 결과 지하 주차장 공사 단추 구조 설계 기둥 철근 필요 기둥 철근 적용 표기 설계 도면 확인 승인 과정 문제점 발견 철근 부족 가운데 설계대 시공 철근 추가 사고 조사 사고 현장 기둥 확인 결과 설계서 철근 사고 부위 콘크리트 강도 부족 사실 국토 다음 건설 징계 수위 재발 방지 대책 발표 예정 건설 신뢰 회복 차원 부실 지하 주차장 시공 아파트 개동 포함 단지 전체 재시공 건설 이날 배포 사과문 입주 예정자 여론 반영 검단 전체 전면 재시공 입주 지연 보상 관계자 사건 발생 발주 책임 통감 건설 관리 전반 재발 방지 대책 수립 일선 현장 곳곳 적용
2023-07-06,붕괴 아파트 지하 주차장 기둥 철근,아파트 발주 시공 건설 설계 시공 감리 총체 부실 연합 뉴스 발생 검단 도시 아파트 건설 현장 지하 주차장 붕괴 설계 단계 감리 시공 총체 부실 초래 사고 설계 단계 지하 주차장 하중 견디 필요 철근 전단 보강 상황 설계 시공 문제 까다롭 관리 감독 감리 기능 작동 따르 건설 부실 설계대 시공 철근 추가 누락 기준 미치 강도 콘크리트 사용 부실 국토 이번 사고 관련 건설 사고 조사 위원회 조사 사고 현장 특별 점검 결과 발표 해당 아파트 발주 토지 주택 공사 시공 건설 조사 결과 공사 단계 설계 검단 아파트 지하 주차장 기둥 슬래브 지지 무량 구조 설계 지하 주차장 기둥 전체 하중 보강 철근 필요 설계 철근 기둥 적용 감리 설계 도면 확인 승인 과정 문제점 발견 설계 단계 필요 철근 누락 가운데 시공 단계 철근 추가 설계대 시공 사고 조사 기둥 붕괴 확인 가능 기둥 제외 조사 결과 기둥 설계서 철근 누락 사실 확인 지하 주차장 기둥 전부 철근 보강 최소 기둥 철근 사고 부위 콘크리트 강도 부족 사실 확인 사고 부위 콘크리트 강도 시험 결과 설계 기준 강도 측정 콘크리트 강도 설계 기준 강도 이상 조사 결과 레미콘 품질 자체 문제 공사 현장 콘크리트 양생 과정 부실 발생 추정 사고 조사 위원장 호서 교수 물고기 요리사 요리 요리 마찬가지 콘크리트 양생 과정 문제 발생 가능 지하 주차장 조경 공사 과정 설계 토사 하중 원인 설계 토사 높이 최대 위원장 보강 누락 저항력 상황 초과 하중 작용 콘크리트 강도 부족 붕괴 발생 사고 붕괴 직접 원인 철근 누락 지목 보강 붕괴 설명 재발 방지 대책 검단 아파트 지하 주차장 적용 무량 구조 특수 구조 건축물 포함 관리 강화 제안 현장 콘크리트 양생 품질 개선 방안 마련 관심 모이 건설 재시공 범위 현재 건축 학회 의뢰 검단 아파트 건설 현장 전체 정밀 안전 진단 진단 결과 나오 붕괴 지하 주차장 재시공 아파트 전체 전면 재시공 결정 일부 아파트 입주 예정자 불안감 호소 전면 재시공 요구 가운데 건설 이번 사고 책임 전체 전면 재시공 입장 건설 처분 정밀 안전 진단 결과 이후 결정 국토 지하 주차장 붕괴 사고 이후 건설 건설 현장 확인 점검 진행 국토 장관 설계 시공 책임 사태 아파트 지상 문제 조사 진행 조사 과정 결과 투명 국민 공개 대책 마련 국토 붕괴 건설 현장 불법 하도급 가능 들여다보 국토 기술 안전 정책 관은 사고 지점 시공 팀장 팀원 임금 일괄 수령 다르 임의 배분 사례 불법 하도급 관련 수사 기관 판단 필요 이번 사고 관련 발주 책임 공방 전망 문제 건설 현장 자체 시공 노하우 설계 반영 책임지 시공 형태 시공 책임 건설 사업 관리 방식 적용 사업 관리 용역 내역 설계서 검토 제안 대안 제시 발주 건설 공동 관여 정책 관은 설계서 승인 부분 발주 최종 주체 책임 자유 판단
2023-07-06,검단 주차장 붕괴 과정 총체 부실 전면 재시공,앵커 지하 주차장 검단 도시 아파트 단지 철거 건설 설계 단계 철근 총체 부실 조치 보도 노동 설계 국토 사고 조사 위원회 결론 정부 받치 기둥 모두 보강 부르 보강 철근 붕괴 부분 보강 설계 설계 최소 시공 보강 국토 건설 사고 조사 위원회 위원장 설계 보강 누락 저항력 절반 이하 시공 보강 설치 누락 붕괴 부위 콘크리트 강도 설계 기준 취약 지하 주차장 토사 무게 설계 하중 초과 붕괴 분석 설계사 도면 승인 문제점 발주 역할 발주 책임 통감 입장 건설 해당 아파트 전체 재시공 거비 재시공 입주 지연 보상금 소요 비용 국토 조사 결과 토대 다음 중순 처분 결과 발표 계획 영상 취재 일상 영상 편집
2023-07-06,건설 전면 재시공 철근 콘크리트 엉망,앵커 지하 주차장 붕괴 검단 아파트 건설 전면 재시공 최고 건물 상태 허물 취재 리포트 지하 주차장 붕괴 지상 천장 사고 이후 공사 전면 중단 세대 동이 골조 공사 상태 공정 건설 전면 재시공 결정 최고 방식 철거 건설 관계자 음성 변조 구체 재시공 비용 재시공 기간 부실 공사 전면 재시공 이후 국내 사례 국토 조사 결과 발표 무량 구조 특성 천장 떠받치 기둥 보강 철근 필요 붕괴 지점 기둥 절반 가량 설계 단계 보강 철근 철근 설계 기둥 시공 과정 누락 경우 다수 콘크리트 문제 확인 기준 강도 골재 철근 콘크리트 함량 미달 상황 토사 결국 무게 견디 국토 장관 신뢰 문제 부분 입주민 국민 눈높이 국가 판단 생각 부분 철저 원칙 바라 입주 예정자 재시공 새집 상황 입주 예정자 협의 회장 전면 재시공 전반 환영 분위기 입주 기다리 힘들 의견 고민 건설 재시공 결정 발주 협의 상태 발표 재시공 돌입 시점 보상금 규모 비용 배분 투명 상황 혼란 한동안 뉴스 촬영 영상 편집 화면 제공 국토 그래픽 제보 전화 이메일 제보 검색 채널 추가 뉴스 구독
